109
3,9,32
3,9,33
3,9,34
3,9,43
3,9,44
3,9,45
3,9,56
3,9,57
3,9,58
3,9,59
3,9,60
3,10
3,11,31
3,11,32
3,11,51
3,12,31
3,12,32
3,12,51
3,13,31
3,13,32
3,13,51
3,14,31
3,14,32
3,14,51
3,15,31
3,15,32
3,15,51
3,16,31
3,16,32
3,16,51
3,17,31
3,17,32
3,17,51
3,18,31
3,18,32
3,18,51
3,19,31
3,19,32
3,19,51
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
3,31,39
3,31,42
3,31,51
3,32,39
3,32,42
3,33,39
3,34,39
3,35
3,36
3,37
3,38
3,39,42
3,39,43
3,39,44
3,39,45
3,39,51
3,39,56
3,39,57
3,39,58
3,39,59
3,39,60
3,40
3,41
3,42,51
3,46
3,50
3,52
3,54
4,9,10,32
4,9,10,33
4,9,10,34
4,9,10,43
4,9,11,32
4,9,11,33
4,9,11,34
4,9,11,43
4,9,12,32
4,9,12,33
4,9,12,34
4,9,12,43
4,9,13,32
4,9,13,33
4,9,13,34
4,9,13,43
4,9,14,32
4,9,14,33
4,9,14,34
4,9,14,43
4,9,15,32
4,9,15,33
4,9,15,34
4,9,15,43
4,9,16,32
4,9,16,33
4,9,16,34
4,9,16,43
4,9,17,32
4,9,17,33
4,9,17,34
4,9,17,43
4,9,18,32
4,9,18,33
4,9,18,34
4,9,18,43
4,9,19,32
4,9,19,33
4,9,19,34
4,9,19,43
4,9,20,32
4,9,20,33
4,9,20,34
4,9,20,43
4,9,21,32
4,9,21,33
4,9,21,34
4,9,21,43
4,9,22,32
4,9,22,33
4,9,22,34
4,9,22,43
4,9,23,32
4,9,23,33
4,9,23,34
4,9,23,43
4,9,24,32
4,9,24,33
4,9,24,34
4,9,24,43
4,9,25,32
4,9,25,33
4,9,25,34
4,9,25,43
4,9,26,32
4,9,26,33
4,9,26,34
4,9,26,43
4,9,27,32
4,9,27,33
4,9,27,34
4,9,27,43
4,9,28,32
4,9,28,33
4,9,28,34
4,9,28,43
4,9,29,32
4,9,29,33
4,9,29,34
4,9,29,43
4,9,32,35
4,9,32,40
4,9,32,45
4,9,32,46
4,9,32,50
4,9,32,54
4,9,33,35
4,9,33,40
4,9,33,46
4,9,33,50
4,9,33,54
4,9,34,35
4,9,34,40
4,9,34,45
4,9,34,46
4,9,34,50
4,9,34,54
4,9,35,43
4,9,36
4,9,40,43
4,9,43,46
4,9,43,50
4,9,43,54
4,10,32,51
4,10,33,36
4,10,34,51
4,10,36,43
4,10,36,44
4,10,36,45
4,10,36,56
4,10,36,57
4,10,36,58
4,10,36,59
4,10,36,60
4,10,42
4,11,32,42
4,11,32,51
4,11,34,51
4,11,36,43
4,11,36,45
4,12,32,42
4,12,32,51
4,12,34,51
4,12,36,43
4,12,36,45
4,13,32,42
4,13,32,51
4,13,34,51
4,13,36,43
4,13,36,45
4,14,32,42
4,14,32,51
4,14,34,51
4,14,36,43
4,14,36,45
4,15,32,42
4,15,32,51
4,15,34,51
4,15,36,43
4,15,36,45
4,16,32,42
4,16,32,51
4,16,34,51
4,16,36,43
4,16,36,45
4,17,32,42
4,17,32,51
4,17,34,51
4,17,36,43
4,17,36,45
4,18,32,42
4,18,32,51
4,18,34,51
4,18,36,43
4,18,36,45
4,19,32,42
4,19,32,51
4,19,34,51
4,19,36,43
4,19,36,45
4,20,32,51
4,20,33,36
4,20,34,51
4,20,36,43
4,20,36,44
4,20,36,45
4,20,36,56
4,20,36,57
4,20,36,58
4,20,36,59
4,20,36,60
4,20,42
4,21,32,51
4,21,33,36
4,21,34,51
4,21,36,43
4,21,36,44
4,21,36,45
4,21,36,56
4,21,36,57
4,21,36,58
4,21,36,59
4,21,36,60
4,21,42
4,22,32,51
4,22,33,36
4,22,34,51
4,22,36,43
4,22,36,44
4,22,36,45
4,22,36,56
4,22,36,57
4,22,36,58
4,22,36,59
4,22,36,60
4,22,42
4,23,32,51
4,23,33,36
4,23,34,51
4,23,36,43
4,23,36,44
4,23,36,45
4,23,36,56
4,23,36,57
4,23,36,58
4,23,36,59
4,23,36,60
4,23,42
4,24,32,51
4,24,33,36
4,24,34,51
4,24,36,43
4,24,36,44
4,24,36,45
4,24,36,56
4,24,36,57
4,24,36,58
4,24,36,59
4,24,36,60
4,24,42
4,25,32,51
4,25,33,36
4,25,34,51
4,25,36,43
4,25,36,44
4,25,36,45
4,25,36,56
4,25,36,57
4,25,36,58
4,25,36,59
4,25,36,60
4,25,42
4,26,32,51
4,26,33,36
4,26,34,51
4,26,36,43
4,26,36,44
4,26,36,45
4,26,36,56
4,26,36,57
4,26,36,58
4,26,36,59
4,26,36,60
4,26,42
4,27,32,51
4,27,33,36
4,27,34,51
4,27,36,43
4,27,36,44
4,27,36,45
4,27,36,56
4,27,36,57
4,27,36,58
4,27,36,59
4,27,36,60
4,27,42
4,28,32,51
4,28,33,36
4,28,34,51
4,28,36,43
4,28,36,44
4,28,36,45
4,28,36,56
4,28,36,57
4,28,36,58
4,28,36,59
4,28,36,60
4,28,42
4,29,32,51
4,29,33,36
4,29,34,51
4,29,36,43
4,29,36,44
4,29,36,45
4,29,36,56
4,29,36,57
4,29,36,58
4,29,36,59
4,29,36,60
4,29,42
4,30,36
4,30,38
4,30,39
4,30,42
4,30,51
4,31,36
4,31,38
4,31,39
4,31,42
4,31,51
4,32,35,51
4,32,36
4,32,39,45
4,32,40,51
4,32,46,51
4,32,50,51
4,32,51,52
4,32,51,54
4,33,35,36
4,33,36,40
4,33,36,46
4,33,36,50
4,33,36,54
4,34,35,51
4,34,36
4,34,39,45
4,34,40,51
4,34,46,51
4,34,50,51
4,34,51,52
4,34,51,54
4,35,36,43
4,35,36,44
4,35,36,45
4,35,36,56
4,35,36,57
4,35,36,58
4,35,36,59
4,35,36,60
4,35,42
4,36,38
4,36,39
4,36,40,43
4,36,40,44
4,36,40,45
4,36,40,56
4,36,40,57
4,36,40,58
4,36,40,59
4,36,40,60
4,36,42
4,36,43,46
4,36,43,50
4,36,43,54
4,36,44,46
4,36,44,50
4,36,44,54
4,36,45,46
4,36,45,50
4,36,45,54
4,36,46,56
4,36,46,57
4,36,46,58
4,36,46,59
4,36,46,60
4,36,50,56
4,36,50,57
4,36,50,58
4,36,50,59
4,36,50,60
4,36,51
4,36,52
4,36,54,56
4,36,54,57
4,36,54,58
4,36,54,59
4,36,54,60
4,37
4,38,39
4,38,42
4,38,51
4,38,52
4,39,42
4,39,51
4,39,52
4,40,42
4,41
4,42,46
4,42,50
4,42,51
4,42,52
4,42,54
5,9,32
5,9,33
5,9,34
5,9,43
5,9,44
5,9,45
5,9,56
5,9,57
5,9,58
5,9,59
5,9,60
5,10
5,11,31
5,11,32
5,11,51
5,12,31
5,12,32
5,12,51
5,13,31
5,13,32
5,13,51
5,14,31
5,14,32
5,14,51
5,15,31
5,15,32
5,15,51
5,16,31
5,16,32
5,16,51
5,17,31
5,17,32
5,17,51
5,18,31
5,18,32
5,18,51
5,19,31
5,19,32
5,19,51
5,20
5,21
